"cgHdId","startDtEarly","startDtLate","endDtEarly","endDtLate","phenYear","cgPlaId","phenNote","start","end","hdCt","start.numeric","duration","midpoint","mid.yday","DAM","z","z.start","year.pop","year.pop.prop"
2008000614,"2008-07-28","2008-07-28","2008-08-14","2008-08-14",2008,1,"","2008-07-28","2008-08-14",1,14088,17,"2008-08-05",217,11,1.9883805231564,1.92216228553848,142,0.102453102453102
2009000493,"2009-07-04","2009-07-04","2009-07-21","2009-07-21",2009,1,"","2009-07-04","2009-07-21",1,14429,17,"2009-07-12",192,-1,-0.424590081875692,-0.240485159259771,148,0.106782106782107
NA,"2010-07-12","2010-7-12 0:00:00","2010-7-24 0:00:00","2010-07-24",2010,1,"","2010-07-12","2010-07-24",1,14802,12,"2010-07-18",198,11,2.76383087841,2.79179909953951,100,0.0721500721500721
2011000872,"2011-07-14","2011-07-18","2011-07-26","2011-07-30",2011,1,"","2011-07-14","2011-07-30",2,15169,16,"2011-07-22",202,0,-0.0148990399093285,-0.164658405605588,188,0.135642135642136
2012000275,"2012-06-28","2012-06-28","2012-07-07","2012-07-07",2012,1,"","2012-06-28","2012-07-07",1,15519,9,"2012-07-02",183,-1,-0.207482994632312,0.143094516642595,47,0.0339105339105339
2013000646,"2013-07-24","2013-07-24","2013-08-09","2013-08-09",2013,1,"","2013-07-24","2013-08-09",1,15910,16,"2013-08-01",212,5,0.956640398243741,1.11134783615205,107,0.0772005772005772
2014000001,"2014-07-13","2014-07-13","2014-07-28","2014-07-28",2014,1,"","2014-07-13","2014-08-02",2,16264,20,"2014-07-23",203,6,1.3709613701078,0.716632817566403,90,0.0649350649350649
2006000702,"2006-07-09","2006-07-09","2006-07-19","2006-07-20",2006,2,"","2006-07-09","2006-07-20",1,13338,11,"2006-07-14",194,2,0.437082941207673,0.905727160916265,150,0.108225108225108
2014000003,"2014-07-10","2014-07-10","2014-07-22","2014-07-22",2014,2,"","2014-07-10","2014-07-22",1,16261,12,"2014-07-16",196,-1,-0.277331880212646,-0.0107764333468649,90,0.0649350649350649
2005000107,"2005-07-11","2005-07-11","2005-07-22","2005-07-22",2005,3,"","2005-07-08","2005-07-22",2,12972,14,"2005-07-15",195,4,0.840755252345694,0.764926707099091,104,0.075036075036075
2006000697,"2006-06-27","2006-06-27","2006-07-11","2006-07-12",2006,3,"","2006-06-27","2006-07-22",4,13326,25,"2006-07-09",189,-3,-0.685561599565465,-1.46046861506237,150,0.108225108225108
2007000262,"2007-06-25","2007-06-25","2007-07-09","2007-07-10",2007,3,"","2007-06-25","2007-07-10",3,13689,15,"2007-07-02",182,-1,-0.37723655156682,-0.317076517638117,175,0.126262626262626
2008000608,"2008-07-25","2008-07-25","2008-08-08","2008-08-08",2008,3,"","2008-07-14","2008-08-08",6,14074,25,"2008-07-26",207,1,0.172624675643805,-0.565636297567311,142,0.102453102453102
2009000490,"2009-07-05","2009-07-05","2009-07-20","2009-07-20",2009,3,"","2009-07-05","2009-07-23",2,14430,18,"2009-07-14",194,1,0.076121727826322,0.0637182900602786,148,0.106782106782107
2007000260,"2007-06-26","2007-06-27","2007-07-09","2007-07-10",2007,4,"","2007-06-26","2007-07-10",1,13690,14,"2007-07-03",183,0,-0.0825204956552421,0.0409130990500851,175,0.126262626262626
2011000868,"2011-07-14","2011-07-18","2011-07-25","2011-07-25",2011,4,"","2011-07-12","2011-07-30",4,15167,18,"2011-07-21",201,-1,-0.295000990204745,-0.676324194925441,188,0.135642135642136
2013000644,"2013-07-17","2013-07-17","2013-07-26","2013-07-26",2013,4,"","2013-07-16","2013-07-26",2,15902,10,"2013-07-21",201,-6,-1.44413944980078,-0.846087858798886,107,0.0772005772005772
2006000693,"2006-07-12","2006-07-12","2006-07-25","2006-07-26",2006,5,"","2006-07-10","2006-07-26",2,13339,16,"2006-07-18",198,6,1.33519857382618,1.10291014224782,150,0.108225108225108
2007000258,"2007-06-28","2007-06-29","2007-07-09","2007-07-10",2007,5,"","2007-06-28","2007-07-10",1,13692,12,"2007-07-04",184,1,0.212195560256336,0.756892332426489,175,0.126262626262626
2008000607,"2008-07-28","2008-07-28","2008-08-06","2008-08-06",2008,5,"","2008-07-28","2008-08-06",1,14088,9,"2008-08-01",213,7,1.26207818415136,1.92216228553848,142,0.102453102453102
2006000690,"2006-07-05","2006-07-05","2006-07-17","2006-07-18",2006,6,"","2006-07-05","2006-07-18",2,13334,13,"2006-07-11",191,-1,-0.23650378325621,0.116995235590055,150,0.108225108225108
2011000867,"2011-07-20","2011-07-24","2011-07-26","2011-07-30",2011,11,"","2011-07-20","2011-07-30",1,15175,10,"2011-07-25",205,3,0.82540681097692,1.37033896235397,188,0.135642135642136
2015000590,"2015-07-18","2015-07-18","2015-07-25","2015-07-26",2015,11,"","2015-07-18","2015-08-13",2,16634,26,"2015-07-31",211,7,1.59483211639769,0.247385561932215,135,0.0974025974025974
2005000104,"2005-07-10","2005-07-10","2005-07-20","2005-07-20",2005,12,"","2005-07-10","2005-07-20",1,12974,10,"2005-07-15",195,4,0.840755252345694,1.24271876438621,104,0.075036075036075
2007000253,"2007-06-25","2007-06-25","2007-07-07","2007-07-08",2007,12,"","2007-06-25","2007-07-10",2,13689,15,"2007-07-02",182,-1,-0.37723655156682,-0.317076517638117,175,0.126262626262626
NA,"2010-07-06","2010-7-6 0:00:00","2010-7-15 0:00:00","2010-07-15",2010,12,"","2010-07-06","2010-07-15",1,14796,9,"2010-07-10",190,3,0.699344694723728,1.27999453300187,100,0.0721500721500721
2011000865,"2011-07-08","2011-07-08","2011-07-14","2011-07-18",2011,12,"","2011-07-08","2011-07-18",2,15163,10,"2011-07-13",193,-9,-2.53581659256808,-1.69965577356515,188,0.135642135642136
2013000643,"2013-07-18","2013-07-18","2013-07-26","2013-07-26",2013,12,"","2013-07-18","2013-07-26",1,15904,8,"2013-07-22",202,-5,-1.22588673634219,-0.356728935061152,107,0.0772005772005772
2007000252,"2007-06-28","2007-06-29","2007-07-09","2007-07-10",2007,13,"","2007-06-28","2007-07-10",1,13692,12,"2007-07-04",184,1,0.212195560256336,0.756892332426489,175,0.126262626262626
2005000102,"2005-07-09","2005-07-09","2005-07-19","2005-07-19",2005,15,"","2005-07-09","2005-07-19",1,12973,10,"2005-07-14",194,3,0.595141358402009,1.00382273574265,104,0.075036075036075
2006000680,"2006-07-02","2006-07-02","2006-07-09","2006-07-10",2006,15,"","2006-07-02","2006-07-16",3,13331,14,"2006-07-09",189,-3,-0.685561599565465,-0.474553708404603,150,0.108225108225108
2008000605,"2008-07-13","2008-07-13","2008-07-22","2008-07-22",2008,15,"","2008-07-10","2008-07-22",2,14070,12,"2008-07-16",197,-9,-1.64313117186879,-1.2764358927404,142,0.102453102453102
NA,"2010-06-29","2010-6-29 0:00:00","2010-7-12 0:00:00","2010-07-12",2010,15,"","2010-06-29","2010-07-12",1,14789,13,"2010-07-05",185,-2,-0.590959170080195,-0.483777461292042,100,0.0721500721500721
2011000862,"2011-07-14","2011-07-18","2011-07-20","2011-07-24",2011,15,"","2011-07-12","2011-07-25",3,15167,13,"2011-07-18",198,-4,-1.13530684109099,-0.676324194925441,188,0.135642135642136
2014000004,"2014-07-03","2014-07-03","2014-07-15","2014-07-15",2014,15,"1 ffl","2014-07-03","2014-07-15",1,16254,12,"2014-07-09",189,-8,-1.92562513053309,-1.70806468547782,90,0.0649350649350649
2015000589,"2015-07-14","2015-07-14","2015-07-22","2015-07-23",2015,15,"","2015-07-14","2015-07-23",1,16630,9,"2015-07-18",198,-6,-1.32376054708296,-0.608949075525445,135,0.0974025974025974
2006000678,"2006-07-04","2006-07-04","2006-07-13","2006-07-14",2006,18,"","2006-07-03","2006-07-14",2,13332,11,"2006-07-08",188,-4,-0.910090507720092,-0.277370727073051,150,0.108225108225108
2007000246,"2007-06-26","2007-06-27","2007-07-07","2007-07-08",2007,18,"","2007-06-26","2007-07-08",1,13690,12,"2007-07-02",182,-1,-0.37723655156682,0.0409130990500851,175,0.126262626262626
2008000601,"2008-07-16","2008-07-16","2008-07-25","2008-07-25",2008,18,"","2008-07-16","2008-08-05",4,14076,20,"2008-07-26",207,1,0.172624675643805,-0.210236499980769,142,0.102453102453102
2009000485,"2009-07-03","2009-07-03","2009-07-18","2009-07-18",2009,18,"","2009-07-03","2009-07-18",2,14428,15,"2009-07-10",190,-3,-0.925301891577706,-0.544688608579821,148,0.106782106782107
NA,"2010-06-27","2010-6-27 0:00:00","2010-7-12 0:00:00","2010-07-12",2010,18,"","2010-06-27","2010-07-12",1,14787,15,"2010-07-04",184,-3,-0.849019943040979,-0.987712316804589,100,0.0721500721500721
2008000600,"2008-07-10","2008-07-10","2008-07-22","2008-07-22",2008,22,"","2008-07-10","2008-07-22",1,14070,12,"2008-07-16",197,-9,-1.64313117186879,-1.2764358927404,142,0.102453102453102
NA,"2010-06-27","2010-6-27 0:00:00","2010-7-16 0:00:00","2010-07-16",2010,22,"","2010-06-27","2010-07-16",1,14787,19,"2010-07-06",186,-1,-0.33289839711941,-0.987712316804589,100,0.0721500721500721
2011000861,"2011-07-18","2011-07-18","2011-07-26","2011-07-30",2011,22,"","2011-07-18","2011-07-30",1,15173,12,"2011-07-24",204,2,0.545304860681504,0.858673173034118,188,0.135642135642136
2014000005,"2014-07-13","2014-07-13","2014-07-21","2014-07-21",2014,22,"","2014-07-13","2014-07-27",2,16264,14,"2014-07-20",200,3,0.664549977113323,0.716632817566403,90,0.0649350649350649
2006000484,"2006-07-02","2006-07-02","2006-07-11","2006-07-12",2006,25,"","2006-07-02","2006-07-20",2,13331,18,"2006-07-11",191,-1,-0.23650378325621,-0.474553708404603,150,0.108225108225108
2007000541,"2007-06-28","2007-06-29","2007-07-09","2007-07-10",2007,25,"","2007-06-28","2007-07-10",1,13692,12,"2007-07-04",184,1,0.212195560256336,0.756892332426489,175,0.126262626262626
2009000738,"2009-07-04","2009-07-04","2009-07-16","2009-07-16",2009,25,"","2009-07-03","2009-07-17",2,14428,14,"2009-07-10",190,-3,-0.925301891577706,-0.544688608579821,148,0.106782106782107
2011001307,"2011-07-12","2011-07-12","2011-07-25","2011-07-25",2011,25,"","2011-07-12","2011-07-30",2,15167,18,"2011-07-21",201,-1,-0.295000990204745,-0.676324194925441,188,0.135642135642136
2013000955,"2013-07-18","2013-07-18","2013-08-01","2013-08-01",2013,25,"","2013-07-18","2013-08-01",1,15904,14,"2013-07-25",205,-2,-0.57112859596641,-0.356728935061152,107,0.0772005772005772
2015000954,"2015-07-19","2015-07-19","2015-07-25","2015-07-26",2015,25,"[Bagged for q3 experiment]","2015-07-19","2015-07-26",1,16635,7,"2015-07-22",202,-2,-0.425732035242763,0.46146922129663,135,0.0974025974025974
2005000143,"2005-07-08","2005-07-08","2005-07-18","2005-07-18",2005,27,"","2005-07-08","2005-08-02",2,12972,25,"2005-07-20",200,9,2.06882472206412,0.764926707099091,104,0.075036075036075
2006000453,"2006-07-09","2006-07-09","2006-07-17","2006-07-18",2006,27,"","2006-07-03","2006-07-22",6,13332,19,"2006-07-12",192,0,-0.011974875101582,-0.277370727073051,150,0.108225108225108
2007000521,"2007-06-23","2007-06-23","2007-07-03","2007-07-04",2007,27,"","2007-06-23","2007-07-10",4,13687,17,"2007-07-01",181,-2,-0.671952607478397,-1.03305575101452,175,0.126262626262626
2008000835,"2008-07-26","2008-07-26","2008-08-09","2008-08-09",2008,27,"","2008-07-16","2008-08-09",5,14076,24,"2008-07-28",209,3,0.535775845146323,-0.210236499980769,142,0.102453102453102
2009000727,"2009-07-04","2009-07-04","2009-07-17","2009-07-17",2009,27,"","2009-07-02","2009-07-25",10,14427,23,"2009-07-13",193,0,-0.174234177024685,-0.84889205789987,148,0.106782106782107
NA,"2010-07-04","2010-7-4 0:00:00","2010-7-15 0:00:00","2010-07-15",2010,27,"","2010-07-04","2010-07-15",1,14794,11,"2010-07-09",189,2,0.441283921762944,0.776059677489325,100,0.0721500721500721
2011001300,"2011-07-11","2011-07-11","2011-07-20","2011-07-24",2011,27,"","2011-07-11","2011-07-30",7,15166,19,"2011-07-20",200,-2,-0.575102940500161,-0.932157089585367,188,0.135642135642136
2015000951,"2015-07-11","2015-07-11","2015-07-22","2015-07-23",2015,27,"","2015-07-11","2015-07-30",2,16627,19,"2015-07-20",200,-4,-0.874746291162863,-1.25120005361869,135,0.0974025974025974
2006000443,"2006-07-10","2006-07-10","2006-07-19","2006-07-20",2006,28,"","2006-06-30","2006-07-20",4,13329,20,"2006-07-10",190,-2,-0.461032691410837,-0.868919671067709,150,0.108225108225108
2007000516,"2007-06-24","2007-06-24","2007-07-05","2007-07-06",2007,28,"","2007-06-24","2007-07-06",1,13688,12,"2007-06-30",180,-3,-0.966668663389975,-0.675066134326318,175,0.126262626262626
2008000829,"2008-07-11","2008-07-11","2008-07-19","2008-07-19",2008,28,"","2008-07-11","2008-07-31",6,14071,20,"2008-07-21",202,-4,-0.73525324811249,-1.09873599394712,142,0.102453102453102
NA,"2010-07-05","2010-7-5 0:00:00","2010-7-18 0:00:00","2010-07-18",2010,28,"","2010-07-05","2010-07-18",1,14795,13,"2010-07-11",191,4,0.957405467684513,1.0280271052456,100,0.0721500721500721
2011001294,"2011-07-10","2011-07-10","2011-07-14","2011-07-18",2011,28,"","2011-07-10","2011-07-30",6,15165,20,"2011-07-20",200,-2,-0.575102940500161,-1.18798998424529,188,0.135642135642136
2013000954,"2013-07-23","2013-07-23","2013-08-05","2013-08-05",2013,28,"","2013-07-23","2013-08-05",1,15909,13,"2013-07-29",209,2,0.301882257867962,0.86666837428318,107,0.0772005772005772
2014000007,"2014-07-12","2014-07-12","2014-07-26","2014-07-26",2014,28,"2 imm 7/24/14","2014-07-12","2014-07-26",1,16263,14,"2014-07-19",199,2,0.429079512781831,0.47416306726198,90,0.0649350649350649
2015000950,"2015-07-14","2015-07-14","2015-07-22","2015-07-23",2015,28,"","2015-07-14","2015-07-23",1,16630,9,"2015-07-18",198,-6,-1.32376054708296,-0.608949075525445,135,0.0974025974025974
2006000432,"2006-07-03","2006-07-03","2006-07-17","2006-07-18",2006,29,"","2006-06-29","2006-07-24",4,13328,25,"2006-07-11",191,-1,-0.23650378325621,-1.06610265239926,150,0.108225108225108
2007000506,"2007-07-01","2007-07-02","2007-07-17","2007-07-18",2007,29,"","2007-07-01","2007-07-20",2,13695,19,"2007-07-10",190,7,1.9804918957258,1.83086118249109,175,0.126262626262626
2008000824,"2008-07-17","2008-07-17","2008-08-02","2008-08-02",2008,29,"","2008-07-17","2008-08-08",5,14077,22,"2008-07-28",209,3,0.535775845146323,-0.0325366011874979,142,0.102453102453102
2009000725,"2009-07-09","2009-07-09","2009-07-25","2009-07-25",2009,29,"","2009-07-01","2009-07-25",2,14426,24,"2009-07-13",193,0,-0.174234177024685,-1.15309550721992,148,0.106782106782107
NA,"2010-06-25","2010-6-25 0:00:00","2010-7-12 0:00:00","2010-07-12",2010,29,"","2010-06-25","2010-07-12",1,14785,17,"2010-07-03",183,-4,-1.10708071600176,-1.49164717231714,100,0.0721500721500721
2011001293,"2011-07-20","2011-07-24","2011-07-26","2011-07-30",2011,29,"","2011-07-20","2011-07-30",1,15175,10,"2011-07-25",205,3,0.82540681097692,1.37033896235397,188,0.135642135642136
2005000134,"2005-07-10","2005-07-10","2005-07-24","2005-07-24",2005,30,"","2005-07-03","2005-07-24",6,12967,21,"2005-07-13",193,2,0.349527464458324,-0.429553436118713,104,0.075036075036075
2006000401,"2006-07-02","2006-07-02","2006-07-13","2006-07-14",2006,30,"","2006-07-02","2006-07-30",6,13331,28,"2006-07-16",196,4,0.886140757516928,-0.474553708404603,150,0.108225108225108
2007000486,"2007-06-24","2007-06-24","2007-07-05","2007-07-06",2007,30,"","2007-06-21","2007-07-08",8,13685,17,"2007-06-29",179,-4,-1.26138471930155,-1.74903498439092,175,0.126262626262626
2008000823,"2008-07-20","2008-07-20","2008-07-31","2008-07-31",2008,30,"","2008-07-20","2008-07-31",1,14080,11,"2008-07-25",206,0,-0.00895090910745396,0.500563095192316,142,0.102453102453102
NA,"2010-07-02","2010-7-2 0:00:00","2010-7-18 0:00:00","2010-07-18",2010,30,"","2010-07-02","2010-07-18",1,14792,16,"2010-07-10",190,3,0.699344694723728,0.272124821976778,100,0.0721500721500721
2011001290,"2011-07-14","2011-07-18","2011-07-26","2011-07-30",2011,30,"","2011-07-13","2011-07-30",2,15168,17,"2011-07-21",201,-1,-0.295000990204745,-0.420491300265514,188,0.135642135642136
2013000949,"2013-07-14","2013-07-14","2013-07-31","2013-07-31",2013,30,"","2013-07-09","2013-08-10",5,15895,32,"2013-07-25",205,-2,-0.57112859596641,-2.55884409188095,107,0.0772005772005772
2014000008,"2014-07-14","2014-07-14","2014-07-28","2014-07-28",2014,30,"","2014-07-14","2014-07-28",1,16265,14,"2014-07-21",201,4,0.900020441444816,0.959102567870825,90,0.0649350649350649
2015000947,"2015-07-21","2015-07-21","2015-08-01","2015-08-02",2015,30,"","2015-07-19","2015-08-07",3,16635,19,"2015-07-28",208,4,0.921310732517539,0.46146922129663,135,0.0974025974025974
2005000131,"2005-07-09","2005-07-09","2005-07-17","2005-07-17",2005,31,"","2005-07-09","2005-07-17",1,12973,8,"2005-07-13",193,2,0.349527464458324,1.00382273574265,104,0.075036075036075
2007000477,"2007-06-24","2007-06-24","2007-07-03","2007-07-04",2007,31,"","2007-06-24","2007-07-04",1,13688,10,"2007-06-29",179,-4,-1.26138471930155,-0.675066134326318,175,0.126262626262626
2008000821,"2008-07-13","2008-07-13","2008-07-22","2008-07-22",2008,31,"","2008-07-13","2008-07-26",2,14073,13,"2008-07-19",200,-6,-1.09840441761501,-0.743336196360582,142,0.102453102453102
2009000724,"2009-07-07","2009-07-07","2009-07-16","2009-07-16",2009,31,"","2009-07-07","2009-07-16",1,14432,9,"2009-07-11",191,-2,-0.674945986726699,0.672125188700378,148,0.106782106782107
2012000378,"2012-06-26","2012-06-26","2012-07-04","2012-07-04",2012,31,"","2012-06-26","2012-07-04",1,15517,8,"2012-06-30",181,-3,-0.695068032018251,-0.337294217800409,47,0.0339105339105339
2013000947,"2013-07-18","2013-07-18","2013-07-26","2013-07-26",2013,31,"","2013-07-18","2013-07-26",2,15904,8,"2013-07-22",202,-5,-1.22588673634219,-0.356728935061152,107,0.0772005772005772
2008000818,"2008-07-13","2008-07-13","2008-07-26","2008-07-26",2008,32,"","2008-07-13","2008-08-09",3,14073,27,"2008-07-26",207,1,0.172624675643805,-0.743336196360582,142,0.102453102453102
NA,"2010-07-05","2010-7-5 0:00:00","2010-7-21 0:00:00","2010-07-21",2010,32,"","2010-07-05","2010-07-21",1,14795,16,"2010-07-13",193,6,1.47352701360608,1.0280271052456,100,0.0721500721500721
2012000374,"2012-06-23","2012-06-23","2012-07-07","2012-07-07",2012,32,"","2012-06-23","2012-07-07",3,15514,14,"2012-06-30",181,-3,-0.695068032018251,-1.05787731946492,47,0.0339105339105339
2005000126,"2005-07-06","2005-07-06","2005-07-18","2005-07-18",2005,33,"","2005-07-06","2005-07-18",1,12970,12,"2005-07-12",192,1,0.103913570514639,0.287134649811969,104,0.075036075036075
2007000470,"2007-06-23","2007-06-23","2007-07-03","2007-07-04",2007,33,"","2007-06-23","2007-07-04",1,13687,11,"2007-06-28",178,-5,-1.55610077521313,-1.03305575101452,175,0.126262626262626
2009000722,"2009-07-03","2009-07-03","2009-07-15","2009-07-15",2009,33,"","2009-07-03","2009-07-15",1,14428,12,"2009-07-09",189,-4,-1.17565779642871,-0.544688608579821,148,0.106782106782107
NA,"2010-06-29","2010-6-29 0:00:00","2010-7-10 0:00:00","2010-07-10",2010,33,"","2010-06-29","2010-07-10",1,14789,11,"2010-07-04",184,-3,-0.849019943040979,-0.483777461292042,100,0.0721500721500721
2013000946,"2013-07-17","2013-07-17","2013-07-28","2013-07-28",2013,33,"","2013-07-17","2013-07-28",1,15903,11,"2013-07-22",202,-5,-1.22588673634219,-0.601408396930019,107,0.0772005772005772
2014000009,"2014-07-07","2014-07-07","2014-07-20","2014-07-20",2014,33,"","2014-07-07","2014-07-24",3,16258,17,"2014-07-15",195,-2,-0.512802344544139,-0.738185684260132,90,0.0649350649350649
2015000946,"2015-07-21","2015-07-21","2015-08-01","2015-08-02",2015,33,"[Bagged for q3 experiment]","2015-07-21","2015-08-02",1,16637,12,"2015-07-27",207,3,0.696803604557489,0.889636540025459,135,0.0974025974025974
2005000122,"2005-06-28","2005-06-28","2005-07-11","2005-07-11",2005,34,"","2005-06-28","2005-07-11",1,12962,13,"2005-07-04",184,-7,-1.86099758103484,-1.62403357933652,104,0.075036075036075
NA,"2010-06-25","2010-6-25 0:00:00","2010-7-9 0:00:00","2010-07-09",2010,34,"","2010-06-25","2010-07-09",1,14785,14,"2010-07-02",182,-5,-1.36514148896255,-1.49164717231714,100,0.0721500721500721
2013000945,"2013-07-19","2013-07-19","2013-08-03","2013-08-03",2013,34,"","2013-07-19","2013-08-03",1,15905,15,"2013-07-26",206,-1,-0.352875882507817,-0.112049473192286,107,0.0772005772005772
2015000945,"2015-07-06","2015-07-06","2015-07-19","2015-07-20",2015,34,"","2015-07-06","2015-07-20",1,16622,14,"2015-07-13",193,-11,-2.44629618688321,-2.32161835044076,135,0.0974025974025974
2007000450,"2007-06-26","2007-06-27","2007-07-11","2007-07-12",2007,36,"","2007-06-26","2007-07-14",7,13690,18,"2007-07-05",185,2,0.506911616167913,0.0409130990500851,175,0.126262626262626
2009000720,"2009-07-05","2009-07-05","2009-07-21","2009-07-21",2009,36,"","2009-07-05","2009-07-24",2,14430,19,"2009-07-14",194,1,0.076121727826322,0.0637182900602786,148,0.106782106782107
2011001280,"2011-07-20","2011-07-24","2011-07-26","2011-07-30",2011,36,"","2011-07-19","2011-07-30",9,15174,11,"2011-07-24",204,2,0.545304860681504,1.11450606769404,188,0.135642135642136
2015000944,"2015-07-28","2015-07-28","2015-08-10","2015-08-10",2015,36,"","2015-07-28","2015-08-10",1,16644,13,"2015-08-03",214,10,2.26835350027784,2.38822215557636,135,0.0974025974025974
2008000810,"2008-07-22","2008-07-22","2008-08-08","2008-08-08",2008,38,"","2008-07-22","2008-08-08",2,14082,17,"2008-07-30",211,5,0.898927014648842,0.855962892778858,142,0.102453102453102
2011001270,"2011-07-14","2011-07-18","2011-07-26","2011-07-30",2011,38,"","2011-07-11","2011-08-04",4,15166,24,"2011-07-23",203,1,0.265202910386088,-0.932157089585367,188,0.135642135642136
2013000944,"2013-07-21","2013-07-21","2013-08-11","2013-08-11",2013,38,"","2013-07-21","2013-08-11",1,15907,21,"2013-07-31",211,4,0.738387684785148,0.377309450545447,107,0.0772005772005772
2015000943,"2015-07-13","2015-07-13","2015-07-25","2015-07-26",2015,38,"","2015-07-13","2015-07-26",1,16629,13,"2015-07-19",199,-5,-1.09925341912291,-0.823032734889859,135,0.0974025974025974
2006000379,"2006-07-05","2006-07-05","2006-07-17","2006-07-18",2006,39,"","2006-07-05","2006-07-18",1,13334,13,"2006-07-11",191,-1,-0.23650378325621,0.116995235590055,150,0.108225108225108
2006000376,"2006-07-08","2006-07-08","2006-07-23","2006-07-24",2006,40,"","2006-07-08","2006-07-24",1,13337,16,"2006-07-16",196,4,0.886140757516928,0.708544179584713,150,0.108225108225108
2007000431,"2007-06-28","2007-06-29","2007-07-15","2007-07-16",2007,40,"","2007-06-28","2007-07-16",2,13692,18,"2007-07-07",187,4,1.09634372799107,0.756892332426489,175,0.126262626262626
2008000809,"2008-07-17","2008-07-17","2008-07-31","2008-07-31",2008,40,"","2008-07-17","2008-07-31",1,14077,14,"2008-07-24",205,-1,-0.190526493858713,-0.0325366011874979,142,0.102453102453102
2009000712,"2009-07-04","2009-07-04","2009-07-24","2009-07-24",2009,40,"","2009-07-02","2009-07-24",2,14427,22,"2009-07-13",193,0,-0.174234177024685,-0.84889205789987,148,0.106782106782107
NA,"2010-06-29","2010-6-29 0:00:00","2010-7-9 0:00:00","2010-07-09",2010,40,"","2010-06-29","2010-07-09",1,14789,10,"2010-07-04",184,-3,-0.849019943040979,-0.483777461292042,100,0.0721500721500721
2012000367,"2012-06-26","2012-06-26","2012-07-07","2012-07-07",2012,40,"","2012-06-26","2012-07-07",1,15517,11,"2012-07-01",182,-2,-0.451275513325281,-0.337294217800409,47,0.0339105339105339
2014000012,"2014-07-09","2014-07-09","2014-07-24","2014-07-24",2014,40,"","2014-07-09","2014-08-07",2,16260,29,"2014-07-23",203,6,1.3709613701078,-0.253246183651287,90,0.0649350649350649
2015000942,"2015-07-16","2015-07-16","2015-07-28","2015-07-28",2015,40,"","2015-07-16","2015-07-28",1,16632,12,"2015-07-22",202,-2,-0.425732035242763,-0.180781756796615,135,0.0974025974025974
2005000005,"2005-07-08","2005-07-08","2005-07-19","2005-07-19",2005,49,"","2005-07-08","2005-07-19",2,12972,11,"2005-07-13",193,2,0.349527464458324,0.764926707099091,104,0.075036075036075
2006000523,"2006-07-06","2006-07-06","2006-07-15","2006-07-16",2006,49,"","2006-07-06","2006-07-16",1,13335,10,"2006-07-11",191,-1,-0.23650378325621,0.314178216921607,150,0.108225108225108
2007000326,"2007-06-26","2007-06-27","2007-07-07","2007-07-08",2007,49,"","2007-06-26","2007-07-08",1,13690,12,"2007-07-02",182,-1,-0.37723655156682,0.0409130990500851,175,0.126262626262626
2009000788,"2009-07-13","2009-07-13","2009-07-26","2009-07-26",2009,49,"","2009-07-13","2009-07-26",1,14438,13,"2009-07-19",199,6,1.32790125208136,2.49734588462068,148,0.106782106782107
2011001375,"2011-07-14","2011-07-18","2011-07-26","2011-07-30",2011,49,"","2011-07-14","2011-07-30",2,15169,16,"2011-07-22",202,0,-0.0148990399093285,-0.164658405605588,188,0.135642135642136
2014000014,"2014-07-11","2014-07-11","2014-07-23","2014-07-23",2014,49,"[pos updated from 958.5 to 959 gk 16Aug]","2014-07-11","2014-07-23",1,16262,12,"2014-07-17",197,0,-0.0418614158811541,0.231693316957558,90,0.0649350649350649
2015000982,"2015-07-19","2015-07-19","2015-07-25","2015-07-26",2015,49,"","2015-07-15","2015-07-26",2,16631,11,"2015-07-20",200,-4,-0.874746291162863,-0.39486541616103,135,0.0974025974025974
2005000332,"2005-07-06","2005-07-06","2005-07-16","2005-07-16",2005,50,"","2005-07-06","2005-07-16",1,12970,10,"2005-07-11",191,0,-0.141700323429047,0.287134649811969,104,0.075036075036075
2006000520,"2006-07-02","2006-07-02","2006-07-07","2006-07-08",2006,50,"","2006-07-02","2006-07-14",2,13331,12,"2006-07-08",188,-4,-0.910090507720092,-0.474553708404603,150,0.108225108225108
NA,"2010-07-01","2010-7-1 0:00:00","2010-7-12 0:00:00","2010-07-12",2010,50,"","2010-07-01","2010-07-12",1,14791,11,"2010-07-06",186,-1,-0.33289839711941,0.020157394220505,100,0.0721500721500721
2011001373,"2011-07-14","2011-07-18","2011-07-20","2011-07-24",2011,50,"","2011-07-14","2011-07-30",2,15169,16,"2011-07-22",202,0,-0.0148990399093285,-0.164658405605588,188,0.135642135642136
2012000407,"2012-07-01","2012-07-01","2012-07-12","2012-07-12",2012,50,"","2012-07-01","2012-07-12",1,15522,11,"2012-07-06",187,3,0.767687080139567,0.863677618307101,47,0.0339105339105339
2015000980,"2015-07-19","2015-07-19","2015-07-25","2015-07-26",2015,50,"","2015-07-09","2015-07-26",2,16625,17,"2015-07-17",197,-7,-1.54826767504301,-1.67936737234752,135,0.0974025974025974
2006000514,"2006-07-11","2006-07-11","2006-07-21","2006-07-22",2006,52,"","2006-07-09","2006-07-22",5,13338,13,"2006-07-15",195,3,0.661611849362301,0.905727160916265,150,0.108225108225108
2008000886,"2008-07-22","2008-07-22","2008-08-08","2008-08-08",2008,52,"","2008-07-18","2008-08-08",3,14078,21,"2008-07-28",209,3,0.535775845146323,0.145163297605773,142,0.102453102453102
